no,source,destination,protocol,length,info,rf_prob
400,192.168.0.10,142.250.198.10,UDP,74,Ether / IP / UDP 192.168.0.10:54221 > 142.250.198.10:https / Raw,1.0
402,142.250.206.227,192.168.0.10,UDP,162,Ether / IP / UDP 142.250.206.227:https > 192.168.0.10:59543 / Raw,1.0
404,142.250.198.10,192.168.0.10,UDP,162,Ether / IP / UDP 142.250.198.10:https > 192.168.0.10:54221 / Raw,1.0
406,142.250.206.202,192.168.0.10,UDP,82,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:54802 / Raw,1.0
408,192.168.0.10,216.58.220.142,UDP,74,Ether / IP / UDP 192.168.0.10:64103 > 216.58.220.142:https / Raw,1.0
410,172.217.175.78,192.168.0.10,UDP,63,Ether / IP / UDP 172.217.175.78:https > 192.168.0.10:58681 / Raw,1.0
412,192.168.0.10,1.254.179.12,UDP,1202,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
414,1.254.179.12,192.168.0.10,UDP,167,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
416,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
418,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
420,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
422,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
424,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
426,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
428,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
430,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
432,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
434,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
436,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
438,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
440,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
442,192.168.0.10,1.254.179.12,UDP,74,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
444,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
446,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
448,192.168.0.10,1.254.179.12,UDP,74,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
450,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
452,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
454,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
456,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
458,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
460,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
461,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
463,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
465,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
467,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
469,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
471,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
473,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
475,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
477,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
479,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
481,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
483,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
485,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
487,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
489,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
491,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
493,192.168.0.10,1.254.179.12,UDP,74,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
495,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
497,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
499,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
501,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
503,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
505,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
507,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
509,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
511,192.168.0.10,1.254.179.12,UDP,75,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
513,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
515,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
517,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
519,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
520,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
522,192.168.0.10,1.254.179.12,UDP,75,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
524,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
526,192.168.0.10,1.254.179.12,UDP,75,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
528,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
530,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
532,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
534,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
536,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
538,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
540,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
542,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
544,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
546,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
548,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
550,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
552,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
554,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
556,216.58.220.142,192.168.0.10,UDP,892,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
558,192.168.0.10,1.254.179.12,UDP,75,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
560,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
562,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
564,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
566,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
568,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
570,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
572,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
574,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
576,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
578,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
580,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
582,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
584,216.58.220.142,192.168.0.10,UDP,179,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
586,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
588,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
590,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
592,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
594,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
596,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
597,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
599,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
601,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
603,192.168.0.10,1.254.179.12,UDP,75,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
605,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
607,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
609,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
611,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
613,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
615,192.168.0.10,1.254.179.12,UDP,75,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
617,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
619,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
621,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
623,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
625,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
627,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:54802 / Raw,1.0
629,142.250.206.202,192.168.0.10,UDP,986,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:54802 / Raw,1.0
631,142.250.206.202,192.168.0.10,UDP,66,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:54802 / Raw,1.0
633,192.168.0.10,142.250.206.202,UDP,120,Ether / IP / UDP 192.168.0.10:54802 > 142.250.206.202:https / Raw,1.0
635,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
637,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
639,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
641,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
643,192.168.0.10,1.254.179.12,UDP,75,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
645,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
647,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
649,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
651,192.168.0.10,142.250.206.202,UDP,1095,Ether / IP / UDP 192.168.0.10:54802 > 142.250.206.202:https / Raw,1.0
653,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
655,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
657,192.168.0.10,1.254.179.12,UDP,75,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
659,192.168.0.10,1.254.179.12,UDP,77,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
661,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
662,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
664,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
666,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
668,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
670,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
672,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
674,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
676,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
678,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
680,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
682,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
684,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
686,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
688,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
689,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
690,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
691,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
692,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
693,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
694,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
695,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
696,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
697,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
698,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
699,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
700,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
701,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
702,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
703,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
704,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
705,192.168.0.10,1.254.179.12,UDP,77,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
706,192.168.0.10,1.254.179.12,UDP,79,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
707,192.168.0.10,1.254.179.12,UDP,79,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
708,192.168.0.10,1.254.179.12,UDP,79,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
709,192.168.0.10,1.254.179.12,UDP,79,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
710,192.168.0.10,1.254.179.12,UDP,79,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
711,192.168.0.10,1.254.179.12,UDP,81,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
712,192.168.0.10,1.254.179.12,UDP,80,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
713,192.168.0.10,1.254.179.12,UDP,80,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
714,192.168.0.10,1.254.179.12,UDP,80,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
715,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
716,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
717,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
718,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
719,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
721,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
723,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
725,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
727,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
729,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
731,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
733,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
735,192.168.0.10,1.254.179.12,UDP,82,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
737,192.168.0.10,1.254.179.12,UDP,89,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
739,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
741,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
743,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
745,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
747,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
749,192.168.0.10,1.254.179.12,UDP,84,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
751,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
753,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
755,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
757,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
759,192.168.0.10,1.254.179.12,UDP,88,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
761,192.168.0.10,1.254.179.12,UDP,88,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
763,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
765,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
767,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
769,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
771,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
773,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
775,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
777,192.168.0.10,1.254.179.12,UDP,88,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
778,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
780,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
